movie_id,rotten_tomatoes_link
11886,m/1017699-robin_hood
11886,m/1054796-robin_hood
11886,m/robin_hood_2010
11886,m/robin_hood_2018
62204,m/quest_for_fire
11040,m/little_big_man
1621,m/trading_places
21349,m/anywhere_but_here
10047,m/messenger_the_story_of_joan_of_arc
9289,m/longest_day
11165,m/tora_tora_tora
24226,m/verdict
2668,m/sleepy_hollow
36643,m/world_is_not_enough
11393,m/natural
10998,m/1007141-fatal_attraction
36094,m/stanley_and_iris
9013,m/midnight_run
177,m/fisher_king
38557,m/the_river_1959
9946,m/end_of_days
863,m/toy_story_2
22267,m/ride_with_the_devil_1999
55123,m/1093901-tumbleweeds
20024,m/1093671-end_of_the_affair
20024,m/1095362-end_of_the_affair
9586,m/bonfire_of_the_vanities
32669,m/the_two_jakes
10402,m/deuce_bigalow_male_gigolo
497,m/green_mile
1715,m/cider_house_rules
25188,m/last_picture_show
2277,m/bicentennial_man
10137,m/stuart_little
49948,m/fantasia_2000
334,m/magnolia
50116,m/simpatico
9563,m/any_given_sunday
1850,m/1093579-man_on_the_moon
926,m/galaxy_quest
1213,m/talented_mr_ripley
10471,m/next_friday
10400,m/1093641-hurricane
10397,m/angelas_ashes
20761,m/play_it_to_the_bone
10384,m/1084878-supernova
5924,m/papillon
5924,m/papillon_2018
10493,m/dead_calm
13342,m/fast_times_at_ridgemont_high
14919,m/batman_mask_of_the_phantasm
47620,m/1037447-poison
75531,m/isnt_she_great
1883,m/1042135-malcolm_x
2005,m/sister_act
6279,m/sister_act_2_back_in_the_habit
11087,m/the_hand_that_rocks_the_cradle
7305,m/1042538-alive
9475,m/1042193-scent_of_a_woman
8872,m/waynes_world
11287,m/league_of_their_own
9869,m/patriot_games
619,m/the_bodyguard_1992
9374,m/death_becomes_her
11259,m/far_and_away
10206,m/buffy_the_vampire_slayer
9367,m/el_mariachi
12143,m/bad_lieutenant
4234,m/scream_3
9605,m/single_white_female
8374,m/boondock_saints
29076,m/gun_shy
29076,m/gun_shy_2017
1907,m/beach
15655,m/the-tigger-movie
14181,m/1095081-boiler_room
10385,m/hanging_up
2787,m/pitch_black
2069,m/whole_nine_yards
901,m/city_lights
10098,m/1052609-kid
10098,m/the_kid
10098,m/the_kid_2019
25166,m/drowning_mona
1831,m/next_best_thing
14271,m/beyond_the_mat
11296,m/birdy
28172,m/1002611-blood_feast
2067,m/mission_to_mars
622,m/ninth_gate
20283,m/breaking_away
5693,m/hoosiers
287,m/bull_durham
968,m/dog_day_afternoon
838,m/american_graffiti
820,m/1037756-jfk
918,m/1002571-blind_date
918,m/1218060-blind_date
61178,m/nadine
16535,m/1056130-titanic
16535,m/titanic
462,m/erin_brockovich
9532,m/final_destination
1541,m/thelma_and_louise
925,m/do_the_right_thing
41823,m/mo_better_blues
13939,m/death_wish
13939,m/death_wish_2018
24873,m/death_wish_3
996,m/double_indemnity
1496,m/cool_as_ice
1498,m/teenage_mutant_ninja_turtles_2013
1499,m/teenage_mutant_ninja_turtles_iii
1880,m/1017321-red_dawn
1880,m/red_dawn_2012
33762,m/band_of_the_hand
11690,m/bloodsport
29143,m/eyes_of_laura_mars
801,m/good_morning_vietnam
1879,m/guess_whos_coming_to_dinner
2085,m/romeo_must_die
16222,m/1095414-whatever_it_takes
37722,m/waking_the_dead
3082,m/modern_times
24748,m/1010174-hud
990,m/hustler
840,m/close_encounters_of_the_third_kind
2291,m/jacobs_ladder
2291,m/jacobs_ladder_2019
16620,m/la_bamba
526,m/ladyhawke
243,m/1095420-high_fidelity
10501,m/road_to_el_dorado
11478,m/skulls
6644,m/el_dorado
879,m/hook
11327,m/midnight_express
1700,m/misery
54087,m/mr_saturday_night
34322,m/murphys_romance
10774,m/network
10083,m/1015218-no_way_out
10083,m/1079708-no_way_out
10747,m/outlaw_josey_wales
38809,m/1090027-black_and_white
38809,m/black-and-white1999
10559,m/frequency
20697,m/ready_to_rumble
2621,m/return_to_me
10479,m/rules_of_engagement
17339,m/force_10_from_navarone
13665,m/1001240-arthur
13665,m/arthur_2011
106,m/predator
10333,m/prince_of_tides
1359,m/american_psycho
4967,m/keeping_the_faith
10557,m/east_is_east
10518,m/marathon_man
11977,m/caddyshack
18041,m/gossip
3536,m/u571
1443,m/virgin_suicides
889,m/flintstones_in_viva_rock_vegas
10564,m/1028561-where_the_heart_is
10564,m/1096832-where_the_heart_is
15723,m/the_big_kahuna
98,m/1039071-gladiator
98,m/gladiator
11129,m/human_traffic
38925,m/lords_of_flatbush
5491,m/battlefield_earth
10560,m/center_stage
10688,m/1009123-hamlet
10688,m/1075422-hamlet
10688,m/1097245-hamlet
10688,m/1106108-hamlet
10688,m/1109679-hamlet
10688,m/hamlet
5683,m/peewees_big_adventure
10567,m/1097046-dinosaur
9285,m/1097259-road_trip
21879,m/hollywood_knights
8584,m/shanghai_noon
962,m/the_gold_rush
668,m/on_her_majestys_secret_service
691,m/spy_who_loved_me
698,m/1014217-moonraker
682,m/man_with_the_golden_gun
9600,m/big_mommas_house
2768,m/american_gigolo
10911,m/guns_of_navarone
23939,m/stay_tuned
11072,m/blazing_saddles
985,m/eraserhead
1551,m/flatliners
1551,m/flatliners_2017
169,m/predator_2
865,m/running_man
9663,m/starman
10128,m/alien_nation
9659,m/mad_max
8810,m/mad_max_2_the_road_warrior
9355,m/mad_max_beyond_thunderdome
635,m/1000959-angel_heart
11495,m/firestarter
10117,m/action_jackson
51333,m/loves_labours_lost
482,m/1018699-shaft
482,m/1098038-shaft
482,m/shaft_2019
592,m/conversation
12611,m/1008015-fury
9040,m/serpico
5121,m/the_sugarland_express
6978,m/big_trouble_in_little_china
10571,m/boys_and_girls
479,m/1018699-shaft
479,m/1098038-shaft
479,m/shaft_2019
7450,m/titan_ae
7443,m/chicken_run
2123,m/me_myself_and_irene
2024,m/1098149-patriot
17711,m/adventures_of_rocky_and_bullwinkle
2133,m/perfect_storm
15379,m/1014008-missing_in_action
16094,m/house_party
494,m/shaft_in_africa
493,m/shafts_big_score
4244,m/1052609-kid
4244,m/the_kid
4244,m/the_kid_2019
4247,m/scary_movie
20770,m/but_im_a_cheerleader
1788,m/1007657-footloose
1788,m/footloose-2010
36657,m/xmen
36047,m/1098652-in_crowd
2655,m/what_lies_beneath
11940,m/sinbad_and_the_eye_of_the_tiger
10276,m/what_about_bob
11686,m/love_and_death
12107,m/nutty_professor_ii_the_klumps
6282,m/coyote_ugly
9383,m/hollow_man
5551,m/space_cowboys
2360,m/1099492-saving_grace
33408,m/1042416-crush
11589,m/kellys_heroes
15158,m/phantasm_ii
26515,m/pumpkinhead
39473,m/silent_fall
8843,m/the_cell_2000
10643,m/godzilla_2000
37136,m/the_naked_gun_from_the_files_of_police_squad
3110,m/shane
9651,m/supergirl
11398,m/1099604-art_of_war
1588,m/bring_it_on
12211,m/highlander_endgame
1619,m/way_of_the_gun
786,m/almost_famous
10562,m/1100197-under_suspicion
10562,m/under_suspicion_1991
12212,m/urban_legends_final_cut
16,m/dancer_in_the_dark
10637,m/remember_the_titans
9003,m/hellraiser
9064,m/hellbound_hellraiser_ii
11569,m/hellraiser_iii_hell_on_earth
2160,m/voyage_to_the_bottom_of_the_sea
2161,m/fantastic_voyage
10461,m/1076721-get_carter
10461,m/1100569-get_carter
1597,m/meet_the_parents
641,m/requiem_for_a_dream
16888,m/1101029-ladies_man
71,m/billy_elliot
1636,m/1101051-bedazzled
1636,m/bedazzled_1967bedazzled_2000
10647,m/pay_it_forward
24100,m/little_vampire
4327,m/charlies_angels
4327,m/charlies_angels_2019
4958,m/legend_of_bagger_vance
11978,m/men_of_honor
8870,m/red_planet
681,m/diamonds_are_forever
8452,m/sixth_day
10862,m/bounce
8871,m/1006223-how_the_grinch_stole_christmas
10481,m/102_dalmatians
10876,m/quills
9741,m/unbreakable
146,m/crouching_tiger_hidden_dragon
11849,m/dungeons_and_dragons
11678,m/vertical_limit
2669,m/1002947-bounty
708,m/living_daylights
10673,m/wall_street
2604,m/born_on_the_fourth_of_july
10132,m/talk_radio
11064,m/1003075-brewsters_millions
107,m/snatch
40820,m/punchline
392,m/chocolat
11688,m/emperors_new_groove
12509,m/pollock
3981,m/2011
3981,m/what_women_want
711,m/finding_forrester
2046,m/1103231-gift
2046,m/the_gift_2015
8358,m/cast_away
1493,m/miss_congeniality
134,m/o_brother_where_art_thou
10577,m/dracula_2000
11973,m/thirteen_days
1900,m/1103281-traffic
10873,m/shadow_of_the_vampire
15739,m/annie_1981
15739,m/annie_2012
15413,m/dont_tell_mom_the_babysitters_dead
11209,m/1000560-alamo
11209,m/alamo
13715,m/at_close_range
9989,m/antitrust
9816,m/save_the_last_dance
20637,m/1104207-panic
5955,m/1104203-pledge
16723,m/sugar_and_spice
2018,m/wedding_planner
10937,m/barfly
96,m/beverly_hills_cop_2
90,m/beverly_hills_cop
12919,m/cant_buy_me_love
15785,m/cherry_2000
10110,m/empire_of_the_sun
764,m/the-evil-dead
12704,m/ishtar
580,m/jaws_the_revenge
13703,m/less_than_zero
1547,m/lost_boys
10019,m/1013259-mannequin
11649,m/masters_of_the_universe
13509,m/monster_squad
9740,m/1104385-hannibal
10878,m/saving_silverman
19405,m/recess_schools_out
1921,m/1104841-sweet_november
23685,m/monkeybone
12138,m/3000_miles_to_graceland
6073,m/mexican
2749,m/15_minutes
2428,m/greatest_story_ever_told
14460,m/battle_beyond_the_stars
9594,m/double_impact
2453,m/harley_davidson_and_the_marlboro_man
4587,m/mermaids
11454,m/1013248-manhunter
4985,m/1012665-longest_yard
4985,m/longest_yard
853,m/enemy_at_the_gates
10877,m/exit_wounds
77,m/memento
10054,m/spy_kids
10646,m/tomcats
2575,m/tailor_of_panama
55,m/amores_perros
2043,m/along_came_a_spider
4133,m/blow
634,m/bridget_jones_diary
10956,m/joe_dirt
9290,m/crocodile_dundee_in_los_angeles
111,m/1018323-scarface
111,m/scarface
10477,m/1107198-driven
10477,m/driven
10477,m/driven_2020
24113,m/town_and_country
1734,m/mummy_returns
8095,m/1004330-cleopatra
849,m/krull
11307,m/world_according_to_garp
78133,m/1046076-home_of_our_own
25221,m/for_the_boys
9062,m/love_story
9476,m/knights_tale
5852,m/1107902-angel_eyes
808,m/shrek
824,m/moulin_rouge_2001
676,m/1108389-pearl_harbor
22414,m/postcards_from_the_edge
1406,m/city_slickers
1632,m/mississippi_burning
966,m/1013077-magnificent_seven
966,m/the_magnificent_seven_2016
11896,m/throw_momma_from_the_train
5923,m/sand_pebbles
11090,m/1108185-animal
9397,m/1108206-evolution
9397,m/evolution_2016
9705,m/swordfish
10364,m/catch_22
1089,m/point_break
1089,m/point_break_2013
17494,m/unlawful_entry
9576,m/tootsie
10808,m/dr_dolittle_2
9799,m/1108372-fast_and_the_furious
644,m/ai_artificial_intelligence
16161,m/baby_boy
10691,m/crazy-beautiful
10992,m/cats_and_dogs
2140,m/kiss_of_the_dragon
4248,m/scary_movie_2
15875,m/donovans_reef
11697,m/man_who_shot_liberty_valance
19200,m/shadows_and_fog
11536,m/misfits
10339,m/1014090-moby_dick
13938,m/the_last_dragon
10540,m/outland
2114,m/final_fantasy_the_spirits_within
8835,m/legally_blonde
11371,m/1108799-score
15745,m/made
9395,m/above_the_law
14506,m/adventures_of_baron_munchausen
19382,m/biloxi_blues
9599,m/the_blob
9599,m/the_blob_1988
94440,m/boost
7520,m/cocktail
7520,m/cocktail_2012
10126,m/1004485-colors
9602,m/coming_to_america
3980,m/critters
26386,m/ernest_saves_christmas
10675,m/1007832-frantic
2617,m/great_outdoors
30690,m/hot_to_trot
11347,m/lair_of_the_white_worm
13704,m/license_to_drive
12120,m/my_stepmother_is_an_alien
51321,m/permanent_record
9604,m/1017328-red_heat
24929,m/return_of_the_living_dead_2
10925,m/return_of_the_living_dead
24266,m/man_from_snowy_river
11503,m/serpent_and_the_rainbow
38560,m/sunset
38560,m/sunset_2018
8337,m/they_live
9493,m/1022191-twins
11352,m/always
45225,m/big_picture
45225,m/the_big_picture_2012
4105,m/1002512-black_rain
10142,m/casualties_of_war
21291,m/dad
2210,m/earth_girls_are_easy
20713,m/farewell_to_the_king
9085,m/harlem_nights
505,m/johnny_handsome
10345,m/k9
10222,m/1011487-kickboxer
14372,m/leviafan
14372,m/leviathan
14372,m/leviathan_2012
15138,m/little_monsters
15138,m/little_monsters_2019
9972,m/1012605-lock_up
9494,m/look_whos_talking
9942,m/major_league
24739,m/miracle_mile
27418,m/1014946-next_of_kin
39002,m/no_holds_barred
12663,m/red_scorpion
331,m/jurassic_park_iii
327,m/1107809-brother
869,m/1016397-planet_of_the_apes
869,m/1108704-planet_of_the_apes
196859,m/arme_riddere
2171,m/wet_hot_american_summer
10135,m/1017666-road_house
12150,m/sea_of_love
11185,m/see_no_evil_hear_no_evil
12521,m/shocker
9618,m/tango_and_cash
31608,m/three_fugitives
2616,m/uncle_buck
7091,m/vampires_kiss
183,m/wizard
2148,m/cotton_club
2057,m/original_sin
9880,m/princess_diaries
5175,m/rush_hour_2
20391,m/paint_your_wagon
11542,m/altered_states
2770,m/american_pie_2
12610,m/osmosis_jones
13496,m/american_outlaws
10972,m/session_9
1722,m/captain_corellis_mandolin
9896,m/rat_race
2294,m/jay_and_silent_bob_strike_back
26602,m/summer_catch
8922,m/jeepers_creepers
34223,m/vamp
12508,m/rock_star
18734,m/1106648-lie
2176,m/glass_house
20857,m/hardball
2185,m/1109942-big_trouble
2185,m/big_trouble
10696,m/glitter
2034,m/training_day
31016,m/1110008-sidewalks_of_new_york
11576,m/its_a_mad_mad_mad_mad_world
15393,m/play_misty_for_me
248,m/pocketful_of_miracles
12103,m/dont_say_a_word
11313,m/hearts_in_atlantis
9398,m/zoolander
10866,m/joy_ride
34549,m/max_keebles_big_move
9778,m/serendipity
9778,m/serendipity_2019
16121,m/big_red_one
16769,m/coal_miners_daughter
3172,m/bandits
17708,m/corky_romano
1018,m/mulholland_dr
11380,m/bones
984,m/dirty_harry
14811,m/fiddler_on_the_roof
768,m/from_hell
2100,m/last_castle
11091,m/riding_in_cars_with_boys
167,m/kpax
141,m/donnie_darko
11456,m/domestic_disturbance
585,m/monsters_inc
10796,m/the_one
23949,m/tape
23949,m/tape_2020
9889,m/shallow_hal
13408,m/1110236-wash
20794,m/novocaine
14369,m/out_cold
1535,m/spy_game
16085,m/funny_girl
10656,m/subway
72277,m/last_wave
11033,m/1006299-dressed_to_kill
3604,m/1007517-flash_gordon
10649,m/1006646-enforcer
10649,m/1006648-enforcer
17689,m/gauntlet
14854,m/lone_wolf_mcquade
10650,m/sudden_impact
8007,m/1111645-behind_enemy_lines
161,m/oceans_eleven
194,m/amelie
11397,m/not_another_teen_movie
1903,m/vanilla_sky
9428,m/the_royal_tenenbaums
24264,m/sheena
27150,m/silent_rage
26978,m/spacehunter_adventures_in_the_forbidden_zone
8386,m/how_high
120,m/the_lord_of_the_rings_the_fellowship_of_the_ring
11086,m/majestic
453,m/beautiful_mind
37257,m/witness_for_the_prosecution
8489,m/ali
855,m/black_hawk_down
10269,m/yentl
5279,m/gosford_park
10950,m/i_am_sam
1365,m/monsters_ball
11595,m/another_48_hrs
848,m/dragonslayer
848,m/dragonslayer_2011
9610,m/conan_the_destroyer
15035,m/1007350-fire_and_ice
33155,m/galaxina
15050,m/1003017-brainstorm
10423,m/dragon_the_bruce_lee_story
651,m/mash
18647,m/one_eyed_jacks
11362,m/1110288-count_of_monte_cristo
2637,m/mothman_prophecies
10229,m/walk_to_remember
9606,m/1013775-metropolis
31674,m/cousins
20009,m/slackers
11870,m/big_fat_liar
9884,m/1110242-collateral_damage
11212,m/babys_day_out
69928,m/1046723-man_who_loved_women
17130,m/1004995-crossroads
17130,m/1112549-crossroads
10592,m/harts_war
8470,m/john_q
16690,m/return_to_never_land
39939,m/super_troopers
9272,m/good_son
14475,m/used_cars
11979,m/queen_of_the_damned
23479,m/1001567-bad_news_bears
10590,m/we_were_soldiers
46717,m/intersection
35614,m/a-troll-in-central-park
17058,m/scarlet_street
13950,m/all_about_the_benjamins
2135,m/1021500-time_machine
2135,m/1112951-time_machine
15186,m/full_frontal
10935,m/heavens_gate
14729,m/long_riders
425,m/ice_age
1576,m/resident_evil
5851,m/1113375-showtime
15647,m/kissing_jessica_stein
10627,m/taps
36586,m/blade_ii
15028,m/clockstoppers
4547,m/panic_room
14635,m/1031635-rookie
14635,m/1112954-rookie
11560,m/high_crimes
1537,m/changing_lanes
12149,m/frailty
11812,m/sweetest_thing
35080,m/cats_meow
441,m/1113402-human_nature
8346,m/my_big_fat_greek_wedding
31671,m/1003060-breakout
11892,m/1113638-murder_by_numbers
9334,m/scorpion_king
11470,m/jason_x
16643,m/life_or_something_like_it
19085,m/vulgar
28117,m/10007902-delirious
28117,m/delirious
46691,m/joe
46691,m/joe_2013
48482,m/thief_of_hearts
557,m/spiderman
32221,m/rambling_rose
12227,m/1032182-white_fang
2251,m/unfaithful
11240,m/my_beautiful_laundrette
245,m/about_a_boy
1894,m/star_wars_episode_ii_attack_of_the_clones
4012,m/the_believer
15417,m/every_which_way_but_loose
1957,m/1114051-enough
320,m/1114154-insomnia
320,m/insomnia_1998
4614,m/sum_of_all_fears
12277,m/undercover_brother
13153,m/1040198-rapid_fire
3132,m/1001553-bad_company
3132,m/1058955-bad_company
3132,m/bad_company_2002
2501,m/bourne_identity
9637,m/1112357-scoobydoo
12100,m/windtalkers
27945,m/hombre
30194,m/1013238-manhattan_project
13909,m/she_wore_a_yellow_ribbon
11544,m/lilo_and_stitch
180,m/minority_report
2022,m/mr_deeds
608,m/men_in_black_ii
6278,m/reign_of_fire
4147,m/road_to_perdition
49370,m/perfect
49370,m/perfect_2019
11442,m/halloween_resurrection
8665,m/k19_the_widowmaker
10996,m/stuart_little_2
818,m/austin_powers_in_goldmember
29047,m/kid_stays_in_the_picture
39141,m/tadpole
8764,m/1021699-top_secret
2675,m/signs
9488,m/spy_kids_2_island_of_lost_dreams
9573,m/blood_work
7451,m/xxx
11692,m/adventures_of_pluto_nash
9266,m/blue_crush
8653,m/seom-the-isle
8653,m/the_isle_2019
30072,m/possession
9357,m/one_hour_photo
12771,m/serving_sara
15070,m/undisputed
10323,m/clash_of_the_titans
10323,m/clash_of_the_titans_2010
9595,m/1036179-hot_shots
79783,m/camilla
9941,m/down_and_out_in_beverly_hills
39833,m/love_me_tender
10725,m/wolfen
9544,m/feardotcom_2002
13536,m/city_by_the_sea
20616,m/swimfan
10611,m/barbershop
4108,m/transporter
9685,m/igby_goes_down
14361,m/captain_ron
12262,m/1009645-hills_have_eyes
12262,m/hills_have_eyes
34086,m/spaced_invaders
10550,m/ballistic_ecks_vs_sever
9093,m/1007745-four_feathers
9093,m/four_feathers
9039,m/1116086-trapped
11013,m/secretary
129,m/spirited_away
11529,m/sweet_home_alabama
31005,m/moonlight_mile
9533,m/red_dragon
24348,m/powaqqatsi
37606,m/valmont
53049,m/claire_of_the_moon
37964,m/brown_sugar
7501,m/knockaround_guys
13768,m/tuck_everlasting
1430,m/bowling_for_columbine
8051,m/punchdrunk_love
12779,m/1116774-swept_away
15992,m/abandon
565,m/ring
14112,m/auto_focus
11009,m/saturday_night_fever
10805,m/staying_alive
15668,m/xanadu
19429,m/absence_of_malice
11644,m/blow_out
11646,m/1008074-gallipoli
42149,m/1009131-hand
73247,m/heartbeeps
19507,m/1014804-neighbors
19507,m/neighbors_2014
17450,m/1016119-pennies_from_heaven
9645,m/ghost_ship
31668,m/all_the_queens_men
1360,m/frida
12208,m/1003722-casino_royale
12208,m/casino_royale
1941,m/1006872-exodus
8427,m/i_spy
9021,m/the_santa_clause_2
13526,m/weight_of_water
9280,m/1118216-femme_fatale
65,m/8_mile
10712,m/far_from_heaven
672,m/harry_potter_and_the_chamber_of_secrets
34341,m/men_with_brooms
13888,m/return_to_the_blue_lagoon
9538,m/1018315-scanners
109264,m/this_is_elvis
36669,m/die_another_day
10426,m/friday_after_next
8198,m/1118347-quiet_american
64,m/talk_to_her
15074,m/extreme_ops
2103,m/solaris
9016,m/treasure_planet
14433,m/zulu
9932,m/analyze_that
13369,m/1118698-empire
7299,m/equilibrium
40952,m/alone_in_the_dark
16363,m/best_little_whorehouse_in_texas
13497,m/drumline
7303,m/maid_in_manhattan
2755,m/about_schmidt
121,m/the_lord_of_the_rings_the_two_towers
1429,m/25th_hour
13435,m/antwone_fisher
3131,m/gangs_of_new_york
2642,m/two_weeks_notice
11022,m/narc
2149,m/body_of_evidence
11706,m/war_and_peace_1956
640,m/catch_me_if_you_can
10599,m/1119026-pinocchio
10599,m/pinocchio_1940
1574,m/chicago
590,m/hours
423,m/pianist
4912,m/confessions_of_a_dangerous_mind
12090,m/just_married
9582,m/a_guy_thing
12253,m/biker_boyz
9358,m/final_destination_2
10894,m/may
10724,m/firefox
9919,m/how_to_lose_a_guy_in_10_days
6038,m/shanghai_knights
9480,m/daredevil
14873,m/jungle_book_2
12139,m/dennis_the_menace
18587,m/ten_to_midnight
17264,m/black_stallion
33364,m/a_patch_of_blue_1965
33851,m/a_prayer_for_the_dying
4911,m/dark_blue
16072,m/gods_and_generals
11615,m/life_of_david_gale
11635,m/old_school
10623,m/cradle_2_the_grave
10678,m/bringing_down_the_house
9567,m/tears_of_the_sun
455,m/bend_it_like_beckham
10632,m/1120843-hunted
36362,m/1011626-king_of_kings
9557,m/boat_trip
6171,m/dreamcatcher
29912,m/robe
28881,m/1040484-wind
10782,m/basic
9341,m/core
25461,m/raising_victor_vargas
8409,m/man_apart
1817,m/phone_booth
9506,m/1121649-anger_management
24982,m/ghosts_of_the_abyss
2662,m/house_of_1000_corpses
13370,m/mighty_wind
11516,m/winged_migration
994,m/straw-dogs-2011
10514,m/andromeda_strain
16651,m/the_other_side_of_heaven
24961,m/wiz
31633,m/marrying_man
47762,m/scenes_from_a_mall
2832,m/identity
72996,m/house_of_fools
18736,m/lizzie_mcguire_movie
46989,m/blue_car
10708,m/daddy_day_care
604,m/matrix_reloaded
10720,m/down_with_love
310,m/bruce_almighty
12,m/finding_nemo
9654,m/1038613-italian_job
9654,m/italian_job
9902,m/wrong_turn
584,m/2_fast_2_furious
1088,m/whale_rider
11890,m/1034151-oscar
290,m/barton_fink
2071,m/1036952-shattered
10152,m/dumb_and_dumberer_when_harry_met_lloyd
31246,m/from_justin_to_kelly
11375,m/hollywood_homicide
17813,m/alex_and_emma
170,m/28_days_later
1927,m/hulk
14411,m/sinbad_legend_of_the_seven_seas
302,m/swimming_pool
22,m/pirates_of_the_caribbean_the_curse_of_the_black_pearl
8698,m/league_of_extraordinary_gentlemen
8961,m/bad_boys_ii
9486,m/johnny_english
24558,m/loose_cannons
4464,m/seabiscuit
5185,m/private_life_of_sherlock_holmes
8273,m/american_wedding
8046,m/gigli
10330,m/1007839-freaky_friday
10330,m/freaky_friday
9257,m/swat
6466,m/freddy_vs_jason
2055,m/open_range
14926,m/uptown_girls
10923,m/agent_cody_banks
18573,m/1010030-house_of_wax
18573,m/house_of_wax_2005
41759,m/mans_best_friend_1991
19053,m/1022473-valley_girl
19053,m/valley_girl_2020
11206,m/wait_until_dark
13154,m/showdown_in_little_tokyo_1998
636,m/thx_1138
3055,m/valley_of_the_dolls
26198,m/keep
35073,m/beast_from_20000_fathoms
9362,m/tremors
12268,m/pink_panther_strikes_again
10999,m/1004567-commando
32316,m/marci_x
11351,m/jeepers_creepers_2
9616,m/1112237-order
9616,m/the_order_2003
1415,m/party_monster
1415,m/party_monster_1999
11547,m/1125409-cabin_fever
11547,m/cabin_fever_2016
7270,m/matchstick_men
1428,m/once_upon_a_time_in_mexico
153,m/lost_in_translation
9584,m/1004703-convoy
8408,m/10008607-day_of_the_dead
8408,m/1005360-day_of_the_dead
14030,m/hello_dolly
2687,m/memoirs_of_an_invisible_man
19064,m/once_bitten
22309,m/fighting_temptations
277,m/underworld
7288,m/duplex
10159,m/the_rundown
10934,m/under_the_tuscan_sun
321,m/mambo_italiano
9662,m/the_triplets_of_belleville
837,m/videodrome
19666,m/lagaan_once_upon_a_time_in_india
891,m/all_the_presidents_men
10881,m/1031472-avalon
10438,m/beethovens_2nd
650,m/boyz_n_the_hood
10337,m/bugsy
37753,m/1040755-consenting_adults
11046,m/where_eagles_dare
7442,m/sleeping_with_the_enemy
6723,m/1031635-rookie
6723,m/1112954-rookie
16969,m/city_heat
11338,m/into_the_night
41780,m/rage_in_harlem
33258,m/more_american_graffiti
25269,m/article_99
18900,m/1010448-in_cold_blood
21219,m/mobsters
2116,m/out_of_time
1584,m/school_of_rock
2056,m/station_agent
4997,m/wonderland
322,m/mystic_river
11059,m/1126175-house_of_the_dead
11775,m/intolerable_cruelty
11329,m/runaway_jury
9373,m/texas_chainsaw_massacre
10629,m/veronica_guerin
10944,m/in_the_cut
13920,m/radio
4256,m/scary_movie_3
1807,m/elephant
13537,m/shattered_glass
605,m/matrix_revolutions
10719,m/elf
508,m/love_actually
10715,m/looney_tunes_back_in_action
8619,m/master_and_commander_the_far_side_of_the_world
4970,m/gothika
470,m/21_grams
10147,m/bad_santa
10756,m/haunted_mansion
9562,m/timeline
9556,m/darkman
10952,m/new_jack_city
5143,m/hannah_and_her_sisters
9292,m/hudson_hawk
11850,m/1010678-invasion_of_the_body_snatchers
11850,m/1010679-invasion_of_the_body_snatchers
951,m/kindergarten_cop
9319,m/last_boy_scout
1643,m/last_tango_in_paris
2612,m/mr_destiny
1825,m/over_the_top
10538,m/passenger_57
11092,m/presumed_innocent
18410,m/1016832-project_x
18410,m/project_x_2011
19065,m/pure_luck
3176,m/battle_royale
20763,m/radio_flyer
10021,m/secret_of_my_success
14746,m/streets_of_fire
11018,m/1024232-year_of_the_dragon
20325,m/1020729-swing_time
898,m/birdman_of_alcatraz
618,m/birth_of_a_nation
618,m/the_birth_of_a_nation_2016
3089,m/red_river
995,m/1019774-stagecoach
916,m/bullitt
3062,m/42nd_street
15927,m/passage_to_india
79,m/1040893-hero
79,m/hero
70881,m/1001063-anna_karenina
70881,m/1076620-anna_karenina
70881,m/anna_karenina_2012
10023,m/1006250-dragnet
11519,m/1941
11811,m/leprechaun
10028,m/honey
616,m/last_samurai
587,m/1127787-big_fish
6964,m/somethings_gotta_give
1792,m/stuck_on_you
122,m/the_lord_of_the_rings_the_return_of_the_king
8696,m/calendar_girls
11093,m/house_of_sand_and_fog
504,m/monster
11007,m/cheaper_by_the_dozen
11007,m/cheaper_by_the_dozen_1950
2289,m/cold_mountain
9620,m/paycheck
10601,m/1016213-peter_pan
10601,m/1128577-peter_pan
52036,m/1128345-company
14844,m/chasing_liberty
5966,m/along_came_polly
10718,m/1129132-torque
11034,m/1008799-great_gatsby
11034,m/the_great_gatsby_2013
14239,m/1040378-cool_world
1954,m/butterfly_effect
13476,m/win_a_date_with_tad_hamilton
12634,m/big_bounce
15708,m/latter_days
20483,m/catch_that_kid
14292,m/miracle
29473,m/lets_do_it_again
11023,m/thirteen
1824,m/50_first_dates
16784,m/welcome_to_mooseport
28963,m/the_thief_of_bagdad
9838,m/1011638-king_solomons_mines
2099,m/1017226-raw_deal
2099,m/1064015-raw_deal
8842,m/against_the_ropes
11132,m/confessions_of_a_teenage_drama_queen
9352,m/eurotrip
615,m/passion_of_the_christ
11217,m/club-dread
10677,m/dirty_dancing_havana_nights
13572,m/twisted
338,m/good_bye_lenin
2023,m/hidalgo
9384,m/starsky_and_hutch
17047,m/agent_cody_banks_2_destination_london
10591,m/1130343-girl_next_door
1586,m/secret_window
11169,m/spartan
2778,m/clifford
924,m/dawn_of_the_dead
38,m/eternal_sunshine_of_the_spotless_mind
11081,m/taking_lives
16941,m/intermission
9541,m/jersey_girl
20304,m/never_die_alone
553,m/dogville
1487,m/hellboy
1487,m/hellboy_2019
13700,m/home_on_the_range
11358,m/1023007-walking_tall
11358,m/walking_tall
19084,m/johnson_family_vacation
